num,movie,sentence,score
184,리멤버,"비현실적 요소가 많지만, 주제 메세지가 좋았다",8
185,20세기 소녀,나의 소녀시대 급 감동이었음 ㅠㅠ,10
186,리멤버,감동적이고 이성민의연기가 진짜 노인같았다,10
187,미스 슬로운,미친영화. 걍 보세여. ,10
188,20세기 소녀,하... 진짜인가 결말이 이게..,1
189,늑대사냥,이런 영화는 쓰레기통에 처넣어버려야한다,1
190,비상선언,나만 인생영화 됐나봄 재밌었음,10
191,정직한 후보2,확실히 1편보다는...,6
192,한나,평점이 너무 낮다. 뭐가 문제지??,10
193,20세기 소녀,여운이 계속 남네요..,10
194,스타게이저: 아스트로스코프,진짜 평생 아로하 할래요 6명 모두 너무 소중하네요.. 평생 함께해줬으면 좋겠어요??,10
195,20세기 소녀,다 괜찮았는데 결말이 진짜 엉망이네요. 스토리는 좋았는데 한효주 배우부터 연결이 안되요.. 정말 아쉽. ,8
196,럭키,너무 재밌고 웃겨서 잘 봤어요.ㅎㅎ,10
197,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,짱구 매니아 로써 이게 제일 재밌었다..짱구랑 아이들이 엉뚱해도 갈수록 자라고 있다는게 느껴짐..짱구는 진짜 만능캐 였던거 같음.. 이 영화보고 울뻔했습니다 ㅠㅠ 이걸 보고 청춘을 느끼다니..보면서 제가 왠지 짱구가 된것 같은 기분이 들었어요..,10
198,따귀 일곱대,남기남 감독인데 뭘 더 기대하냐..스포츠 재방송을 봐라,1
199,늑대사냥,"이 정도 배우진에 이 정도 제작비, 액션, 특수효과, 연출 쓰면서 이 정도 시나리오 밖에 못 만들은게 아쉬움 그래도 한국영화계에 전례 없던 새로운 시도이긴 했음",6
200,악마를 보았다,"최민식, 음성까지도 연기하는 정점의 액터중 하나. ",10
201,선과 악의 학교,비주얼적인거 빼고 .. 스토리가 너무 뻔해요 ㅠ,1
202,불릿 트레인,중반까진 각각 다른 맛을 내는 스시를 먹다가 메인 코스로 서더리탕이 나와버렸네...,6
203,컴백홈,이름만 옛날 컴백홈이 아니라 코메디도 옛날임,2
204,리멤버,이성민 배우의 연기력은정말 대단한 것 같았다모든 장면이 동판화에새기는 것 처럼 각인되며마지막 떨리는 독백 연기는모든 사람의 숨을 멈추게만들었다.,10
205,리멤버,이성민 배우의 연기력은정말 대단한 것 같았다모든 장면이 동판화에새기는 것 처럼 각인되며마지막 떨리는 독백 연기는모든 사람의 숨을 멈추게만들었다.,10
206,육사오(6/45),정말ㅣ정말 재밌습니다 꼭 보세요,10
207,늑대사냥,괜히 봤어요 ㅠㅠㅠ 너무 잔인,1
208,자백,다 예상 가능 해서 그다지,2
209,공조2: 인터내셔날,집에서 보세요. 딱 그정도,4
210,리멤버,나치에 의해 가족이 희생당한 유대인 노인이 복수하는 영화가 원작인데  우리 역사에 적절하게 리메이크 한 거 같네요. 볼만합니다.,8
211,마담 뺑덕,개인적으로 집중되고 재밌었어요,10
212,자백,스페인영화가 원작인데 리메이크를 잘 한 거 같아요. 볼만 합니다. 사실 원작보다 스릴은 좀 덜합니다만.,9
213,늑대사냥,"마녀랑 비슷한 맥락인데,,차라리 남주를 서인국이 했으면 좋았을 것 같음. 조연들은 좋지만 주연이 약한느낌 ㅜㅜ 액션이나 초능력 이런거 좋아하면 볼만해요~",8
214,슈퍼배드,미니언은 정말 사랑스럽습니다,10
215,늑대사냥,"성동일 배우님. 장영남 배우님. 누군가에게 약점을 잡히거나 빚을 졌다면, 당근을 흔들어 주세요.",1
216,20세기 소녀,가슴 두근거리고 웃음짖게하는 영화마지막은 조금 아쉽지만 볼만하다,10
217,리멤버,아무정보없이 시간남아서 보게됐는데영화 정말 못만들었다 하면서 감독찾아봄스토리도 억지에볼거리가 있는것도 아니고학생들 졸업작품이 나을정도...뭔가 안만들어졌어야할 영화라 생각됨,1
218,리멤버,기대이상으로 잼나고 멋짐,10
219,리멤버,&amp;lt;26년&amp;gt;처럼 망작은 아니지만 세련되지 못한 어설픈 복수극.남주혁은 흥행용?,4
220,공조2: 인터내셔날,억지 개그 삼류 코미디 좀 그만 넣으라고.,1
221,에브리씽 에브리웨어 올 앳 원스,주제에 대한 강요가 너무 심해서 고통스러웠다,2
222,블랙 아담,진짜 재밌었냐 이게? 친구한테 욕만 쳐먹었다 ,2
223,초미의 관심사,"치타 첫연기 자연스럽고 좋다. 노래는 두말하면 잔소리고...엄마 캐릭터는 엄청 짜증나는 철없는 엄마역인데,  조민수배우가 연기를 엄청 잘해서 엄청 킹받음 ㅋㅋㅋㅋ ",8
224,20세기 소녀,잔잔하면서도 향수를 불어일으키는 영화다너무 잼있게 봤네요,10
225,늑대사냥,예고편대로만 갔으면 얼마나 좋았을까요 연출과 영상미 모두 좋았으나 갑자기 알파가 등장하면서 모두가 원하지 않았던 방향으로 흘러갑니다..그럼 거기에 맞게 예고편을 만들었어야 하는거 같은데 사람 당황스럽게 만드는 영화네요 알파가 등장해서 오?하는 것 보다 아니 뭔데 이건..이런 생각이 들게 하니...그냥 스토리 자체가 대부분 기대했던 방향이랑 너무 다르게 간 기분이라..예고편을 잘못 만드신건지...그냥 보는 내내 집중이 아니라 왜 이렇게 흘러가지 이런기분이였어요..속은 기분,4
226,블랙 아담,드웨인존슨의 출연으로 히어로 영화의 새로운 주역을 볼수 있어 좋았음.,9
227,인생은 아름다워,헐리우드 유명한 뮤지컬 영화들 이거저거 카피해서 따라만든거 같은데...한계가 있네요....스타이즈본처럼 쌩라이브 영화 보다가 이거보니까  확실히 많이떨어짐..,5
228,늑대사냥,좀과해. 여자들이 싫어할만 하다,4
229,자백,"소지섭 김윤진이야 원래 믿고보는 배우이지만 나나는 정말 기대이상 .발음 , 톤 , 감정 , 표정 정말 너무 괜찮았고 너무 이뻐서 보는 내내 감탄했어요 ",10
230,프리즌,몰입은 되지만 끝난 후엔 생각 나는게 없는 영화,6
231,에브리씽 에브리웨어 올 앳 원스,"너와 나, 그리고 내가 함께하는 모든 순간에.",8
232,자백,스페인 영화 리메이크한 것 중에 원작보다 낫다 싶은게 없네… ,6
233,비상선언,"세월호, 코로나 19같은 현실에서 있을 법한 재난 소재로 만들어서 영화를 보는 내내 몰입감이 넘쳤고 배우들의 연기가 하나하나 너무 뛰어났다 초반부 너무 전개가 빠른거 아닌가 했는데 재난에 재난의 상황이 계속 생겨서 중후반 루즈하지도 않고 생각보다 내용도 알차고 탄탄하다고 생각했다 사람마다 어떻게 봤을지는 모르겠지만 눈물흘리면서 본 영화",8
234,블랙 아담,블랙 아담보다 기억에 남는 닥터 패이트...,8
235,황해,한국가서 엠지를 갖고 와야하는 조선족 MZ세대의 우탕탕탕 모험영화.,10
236,리멤버,2020 리멤버 기억의살인자를 &amp;#39;복붙&amp;#39;한걸로 모잘라서 코메디영화로 만들어버리네 이것들이..,1
237,늑대사냥,와...쓰레기 영화 피 만 나옴. 제작비 3분의 2가 피 ,1
238,20세기 소녀,진부한 스토리에 갑작스러운 신파 ㅠㅠ 재미없었지만 시작했으니 끝까지 봤어요 ,4
239,늑대사냥,간호사 한 번 하고 죽지 ㅋㅋ제일 섹시,10
240,미혹,"공포감을 조성하려는 연출, 편집에만 신경 쓴 듯한....",6
241,늑대사냥,1점도 아까워예고편도아니고 ,1
242,"조제, 호랑이 그리고 물고기들",영화는 볼만하긴 했는데 일본은 원래 헤어지고 바로 환승하나??  남주의 눈물이 과연 진실된건가?한번 버린 여친에게 돌아가고 버린여친을생각하면서 그 앞에서  눈물흘리다니,8
243,혐오스런 마츠코의 일생,어떻게 이런 이야기를 이런 연출로 이렇게 연기할 수 있는건지.. 정말 대단한 영화다..,10
244,자백,그닥 원작이 생각나서확실이 원작이 매우 우수해요.아쉽슥니다.그냥 넷플릭스뜨면볼걸 그랬습니다.감동 지수 ㅠㅠ,2
245,20세기 소녀,"나는 01학번으로서 영화와 거의 동시간대를 살았다. 1999 노스트라다무스, 세기말, Y2K 등등. 그리고 그 당시 좋아하는 여자애가 생겨 그 애랑 연락하려고 017번호의 첫 핸드폰도 구매했었고... 이렇듯 그때의 기억을 하나 둘 씩 꺼내어 주는 풋풋한 영화. 건축학개론 이후로 맘에 드는 &amp;#34;첫사랑 회상 로맨스 영화&amp;#34;. 그때 그 애들은 잘 살고 있을까? 그래, 잘 살고 있겠지! 미래에서 20세기 소녀들에게 안부를 묻는다.",10
246,늑대사냥,대체 이런 영화를 왜 만든거에요?이건 투자자 잘못이야...이런 영화의 시나리오보고 투자를 해주다니... 감독보고 해주신건가요? 아님 배우? 배우들도 돈준다니까 이런 영화에 대충 출연하고 그러는거 아닙니다. 본인들 흑역사로 기록될 정도로 멋진 연기였고... 감독은 이런 영화를 3부작으로 계획했다고 하는데 진짜 매너없고 상도덕에 어긋나는 생각인듯 합니다. 마녀 따라하고 싶으셨던거 같은데... 마녀는 고사하고 망녀3부작 나오겠네요.제발 이런 대충만든 자극적인거에만 신경쓰고 미장센이니 새로운시도라느니 하는걸로 포장된 영화는 더이상 안나왔으면...,1
247,귀못,처음에는 별로 안무서웠는에 뒤로 가면 갈수록 무서워 지는 느낌??귀못 너무 재밌습니덩,10
248,자백,스릴이 있고 내용과 각본이 잘짜였고 반전도 있는 근래의 영화중 재미 있게 봤습니다.,10
249,너를 죽이고,뭔쓰레기영화노이기야,1
250,늑대사냥,아..배우들 개아깝다.남자버젼 마녀인가?설마 2는 안나오겠지...,2
251,시라이,소메타니 쇼타와 이토요 마리에는 왜 출연했을까?B급도아닌C급영화에..,2
252,리멤버,역사를 잊은 민족에게 미래는 없다 라는 이야기 ,6
253,정직한 후보2,좋아하는 배우는 나오는데그다지 재미가 없네요...,4
254,육사오(6/45),이런 영화 너무 좋다! 한국 코미디영화 많이 만들어지길!!,10
255,리멤버,하아..감독 반성해라... ,1
256,인생은 아름다워,인생의 소중함을 되돌아보게하는 아름다운 영화입니다,10
257,메가로돈,"상어가 짱깨들을 다 먹어치우길 바랬는데, 상어조차도 떼놈들은 더러워서 싫었나보군 ㅋㅋ이런 영화 수준으로 일대일로를 꿈꾸는 짱깨들이 노력이 우습다 ㅋ ",1
258,아수라도,왜 1점을 주는지 설명할 필요조차 못 느끼겠다.,1
259,러브 어페어,"인생 영화,사랑하는 사람들이거나 사랑을 하고싶은 이들은 한번쯤은 감상해야할 영화,",10
260,늑대사냥,내가 50평생 이런 영화는 처음이다 돈쓸곳 없는 투자자들이 많은가 봅니다~~~,1
261,상류사회,변혁씨 아직도 활동 한다는게....대한민국의 수치다.,1
262,블랙 아담,잼따,10
263,20세기 소녀,김유정 너무 이쁘다. 완전 내 세대의 배경은 아니지만 추억을 일으키네.. 잔잔하며 좋다..,10
264,20세기 소녀,"잠잘려고 켰다가, 날샜네요헐 출근해야되는데ㅠ 시간가는줄 모르고 푹 빠져버렸습니다",10
265,간신,"숭재의 애절함을 미세한 부분까지 섬세하게 표현하는 배우의 표정변화 하나 하나가 인상 깊었다.거의 끝나갈 때 쯤 임사홍에게  하는 연산군의 대사나, 영화 중간 중간 삽입되는 소리꾼 등이 직간접적으로 장면의 핵심을 정리해줘 몰입이 괜찮았던 것도 있다.연산군의 광기를 전달하기 위해 자극적인 요소들이 필수적이었나 싶기도 했지만,  그 부분이 영화가 주고자 하는 의미를 방해하는 것 같다.끝으로 갈수록 괜찮았고, 그무렵 숭재의 대사가 이 영화에 대한 생각을 바꿨다.",8
266,네온 데몬,"자극적으로 더 자극적으로, 국제영화제 이제 더이상 못봐줄 정도까지 온 것은 아닐까? 참는 것에도 한계가 있다 이것들아!",5
267,수퍼맨 리턴즈,늘어지는 연출을 제외한다면 나름대로 볼 만하다. 액션이 중요한 영화인데 액션 비중이 비교적 작다는 것은 흠이 된다.,7
268,센과 치히로의 행방불명,"남들 다 보던 넷플릭스 드디어 결제해서 봤다!!처음의 신비로움과 마지막의 행복한 결말이 나로 하여금 참 행복하게 만들어 주었다.특히 ost는 두말하면 잔소리 수준으로 명반이라고 해도 무리가 없다.하나 아쉬운 점이 있다면 마지막에 치히로네 가족이 이사하는 모습도 보여주고이사가 끝난 후, 치히로가 한여름밤의 꿈 같았던 온천에서 있었던 일들을 회상하며 영화가 끝마쳤다면 그 여운이 어땠을까 하는 아쉬움이 든다.물론 감독과 작가들의 의도가 다 녹아져있겠지만!!또 개인적으로 이 작품에서 하쿠가 왜 굳이 용이 된 것인가?! 이 부분이 참 의문이다.이 세계에 온 이상 요괴처럼 변한다는 것인가?그럼 치히로를 도와줬던 그 젊은 여자는 왜 요괴로 변하지 않는 것인가?!또한 하쿠가 왜 유바바를 배신하려고 했는지 그 이유가 잘 기억이 나지 않고 유바바도 왜 하쿠가 쓸모없다고 한 건지이유가 잘 기억이 나지 않는다 ㅜ또한 유바바의 쌍둥이 언니? 동생?은 나쁜 역할인 줄 알았더니 왜 착한 역할로 나온 건지이야기 전개상 어리둥절하거나 이해가 안 된 부분이 많았다.작품성이 안 좋다기보다 지극히 평범한 내 입장에서 그냥 호기심이랄까?! 궁금하기도 하고 답답하기도 하다.하지만 오히려 이런 면이 나중에 다시 볼 때 점점 그 부분에서 집중하여 볼 수 있는 포인트가 될 것 같다.나의 영원한 명작센과 치히로 다음에 다시 만나자~~~!! ",10
269,늑대사냥,최고다 한국에서 이런작품이 나오다니,10
270,스크림,모처럼 제대로된 영화 봤네요. 공포요소가 큰건 아닌데 스토리가 너무 알차고 탄탄함. 의외로 범인 추리하는 맛이 있었음. 가능했던건 아니지만 ㅋㅋㅋ걍 보면서 누구일지 찍어보셈 . 그리고 감독이 연출 변태임ㅋㅋㅋㅋ저 시대에 저런 연출이 가능하다니 너무 재밌었음,10
271,유체이탈자,"역시 윤계상!!스토리도 잼있고, 액션씬 쩔어요. 캐스팅도 넘 좋다. ",10
272,"그 남자, 좋은 간호사",몰입도가 높다. 색채가 스토리와 어울린다.,10
273,모노노케 히메,"개나 소나 보던 넷플릭스를 드디어 결제해서 봅니다.모노노케 히메 어릴 때 학교에서 자주 틀어줬었는데 워낙 집이 가난해서 그런 애니메이션 문화에 익숙하지도 않았고 생소해서 그런지 관심을 가지는 기회고 적고 방법도 몰랐습니다.그 희미했던 기억을 더듬어 20대 후반인 지금이걸 보니 그때의 뭔가 웅장하고 신비한 일본 무사의 분위기는 비슷한데 아직도 주제를 정확하게 파악하고 설명하진 못하겠습니다.자연파괴가 주요주제 같긴 한데 전 초반에 대사에서 사슴신을 죽이면?! 불로불사를 얻을 수 있다는 대사를 보고는(정확하진 않지만 대충 이러한^3^) 죽고 싶지 않은 인간의 열망과 그걸 얻기 위해 인간들의 싸움이 주를 이루는 줄 알았습니다. 하지만 그거와는 전혀 상관이 없는 자연파괴와 인간 대 동물의 대립적 구도가 주요논점이었던 것 같습니다. 아직도 재앙신의 존재와 왜 재앙신이 나타나는지, 사슴신이 어떨 때 살리고 어떨 때 죽이는지 뭔가 정리가 안 됩니다.이 작품을 보고 나서 폼포로 너구리 대작전 애니도 곧 보려고 하는데 이것도 시기가 모노노케 히메와 비슷하더군요.21세기 초반 일본애니 산업의 화두가 자연환경 또는 인간 대 동물의 생존권, 생활권에 대한 얘기였던 것 같아 흥미로웠습니다.먼 훗 날 제 자식들과 이 작품을 다시 볼 때 그땐 어떤 생각으로 보게 될지 참 궁금해집니다.저처럼 많이 누리지 못하면서 살지 말고 마음껏 좋은 것들 많이 보며 자라길 바라봅니다. ",10
274,늑대사냥,보지마세요.진심입니다.,1
275,에브리씽 에브리웨어 올 앳 원스,현재 평범하게 살고 있는 삶이…이 또한 연기인듯한…난 그래씀!!!,10
276,살인의 추억,어떠케 저시나 한번 만져 볼가아~ 못 만져서어 그래서 주겼구나 주겨갖고 이러케 만져 볼려고 아닌데 저 아저씨 형사야 사람이 참 착해 가끔 그런일이 있는데 그게 뭐 흠은 아니고 꺄악 꺅 이자식 이거 인상이 더럽네 캬악꺅 아이구 까졌어 에헤 이쁘지 이거 까지지 말라고 하는거야 꺄아꺅~ 거 애를 군화발로 야임마 백광호 내 눈을 똑바로 봐 어딜 보는지 알수가 있어야지 저 나오는 노래가 좋아 노래가아 아빠랑 수사반장 봐야 되는데 아빠한테 말해줘야 되는데 아빠다아~ ,10
277,자백,"원작보다 속도감 있게 나가지는 못하지만, 이 정도면 괜찮은 리메이크. 그리고 원작 본 사람도 새롭게 느낄 수 있는 여지를 열어줬다.",8
278,늑대사냥,아 알바 잡것들 별점 테러했네 잼나기만 하고만,10
279,더 컨트랙터,평점보다 개인적으로 정말 좋았다,9
280,어린 의뢰인,보는 내내 울분을 참지 못하는 영화,10
281,"그 남자, 좋은 간호사",간만에 몰입도 좋은 영화를 봤네요..연기를 잘한다는게 참 좋았던 영화입니다..실화라는것에 더 놀라웠구요..,10
282,헌트,기대보다 재밌었다..근대사를 녹여낸것도 좋았고..이정재 연출 기대됨..,8
283,늑대사냥,잔인하지만 몇몇배우들 땜에 볼만하다 정소민죽을때 속이 다 후련함 이 영화에 왜 나온거야경찰이 자랑이야 씨발년아ㅋㅋㅋ아오 후련해 역시 성동일,7
284,사랑할 때와 이별할 때,꼭 보고 싶어요 서비스 해주세요,10
285,"그 남자, 좋은 간호사","이게 평범한 스토리라니 말도 안되네요.남자 배우의 연기력이 수준급이여서몰입이 잘되고, 보고난 후 여운이 깊어요.",9
286,공조2: 인터내셔날,세르게이:저 새끼 똥마려,10
287,리멤버,많이 잊어버린 지난 근현대사의 역사를 적나라하게 집어 낸다. 그리고 다시 리멤버하게 해주는 영화.,9
288,오! 수정,"묘한 불쾌감, 원초적인욕구, 기억의 왜곡. 홍상수가 바라보는 세상의 본질",7
289,세 얼간이,All is well!~~^^**,10
290,늑대사냥,기왕 막장으로 갈거면 야한 장면도 넣어주지. 이쁜 배우들 많더만. 그게 아쉽네.,1
291,강철비2: 정상회담,"캬 국뽕에 취한다, ㅋㅋㅋ",2
292,블랙 아담,오잉? 이게 맞나? 싶으면 우리의 아담 형님이 자꾸 뭔가를 박살낸다. 12세 관람가라 과격한 연출이 매우 제한되는 것 같아서 상당히 아쉽다. 캐릭터를 적재적소에 활용하지 못하고 중구난방이지만 오로지 &amp;#34;부수는 힘으로 여기까지!&amp;#34; 인데 그 힘 조차 부족하다.,7
293,헤어질 결심,"걍 불륜미화에 살인미화, 경찰공권력 남용과 권위 실추 미화까지. 보는내내 박해일이 정확히 증거잡으려고 좋아하는 연기하면서 붙어있는거라 생각했음 반전언제 나오나 그 기대만 하다가 넘어가길래 2차사건발생하고 이땐 진짜 맘잡겠지 했는데 이때도 증거인멸하고.. 이영화 대체 어떤 내용적인 감동을받아야하는지 ㄷㄷ 바람을 피려면 헤어지고 피든가해야지 ㅋㅋ 왜 양다리걸치고 애틋한거마냥 갬성으로 포장하고 불륜미화하는지 보고나서 4400원이 아까웠음 까메오들도 주연과 전혀 독립적인 관계로 관련도없고 그냥 집중은 집중대로 끌고는 알맹이는 없었던 보는내내 미간이 안펴지고 계속 눈쌀만 찌푸려지던 영화. 박해일이 솔로였거나 부인이랑 사이가 안좋던 설정이면 차라리 그게 나았을듯; 부인은 철판깔고 속으론 딴여자생각하는 남자랑 사는데 뭔죄임?ㄷㄷ 별점 4점,5점 주신분들은 불륜로망이라도 있으신가봄.. 아가씨는 진짜 띵작띵작띵작그자체였는데 이영화는잘모르겠음 다들 이상함을 못느끼나 이생각만; 모든 연기자분들 연기는너무 출중하고 좋았으나 스토리가 좀 진짜 모르겠네요",1
294,돌아이 4 - 둔버기,꼭보고 싶어요 서비스 해주세요,10
295,블랙 아담,액션씬은 볼만한데 서사가 좀...돈아깝단 생각은 잘 안하는데 좀 아까웠음,6
296,늑대사냥,쓰레기 영화 ㄷ 갑분 바이오하자드 타일런트 추적자 시리즈로 바뀜,1
297,20세기 소녀,너무 재밌는데 너무 슬퍼요 오열함,10
298,제보자,노무현 정권때 일을 우파정권 인듯 어거지로 끼워넣는건 왜 한걸까,6
299,걸어도 걸어도,일본여행을 앞두고 봐서 그런지일본은 참 우리나라와 닮은 나라인것 같다.중간중간 울컥울컥 한데 정작 인물들은눈물 한방울 없이 이야기를 끌어간다.참 어려운 일인데 감독이 일을 참 잘한다우리나라 작품이었으면 엄마가 준페이야~부르짖으며  대성통곡하는 장면이 나왔을텐데..닮았지만 또 너무 다른 일본의 정서알쏭달쏭 야샤시이네~,7
300,늑대사냥,40평생 본 영화중 제일 최악이다..,2
301,인생은 아름다워,기대안하고 봤는데 재밌음연기 그냥 미쳤음 ,10
302,블랙 아담,"두근 두근, 쿠키를 보기위한 2시간!닥터 페이트가 멋지네요~매력넘치는 캐릭터, 멋진 배우들, 삽질하는 워너...",6
303,정직한 후보2,생각없이 너무 웃었음연기짱!ㅋㅋ,10
304,늑대사냥,최악입니다.이게 스포이니 절대 보지마세요,1
305,리멤버,런닝타임이 긴 편이라 끝부분이 좀 루즈한게 아쉬웠다,8
306,에브리씽 에브리웨어 올 앳 원스,"옳고 올바른 멀티버스의 세계, 그 속에 수 많은 이스터에그",9
307,장고:분노의 추적자,긴 상영시간이 짧게느껴지고 재밌게 봤으나 결국 흑르노...  크리스토프 왈츠 연기는 감탄하고감,5
308,인터섹션,속이 뻥 뚫리진 않았지만 나름 정의 구현!,6
309,리멤버,이런 영화를 요즘 세대들이 보게 해야함 감독과 출현진에게 박수를..진짜 후회안함 꼭 추천하는 영화,10
310,인터섹션,통쾌함. 전개 빠르고 결말 궁금해서 끝까지 보게됨. 우리꺼처럼 질질 끌지 않고  억지 감동 끌어내지 않고 사이다 결말 맘에 듦. ,10
311,범죄도시2,마동석 궁시렁거리는게 키포인트ㅋ,10
312,에브리씽 에브리웨어 올 앳 원스,너무 교훈을 주려고 해서 싫었음,6
313,야차,흑산도 자연산 해산물로 끓은 짬뽕!!!내입에는 군대에서 먹은 똥국... ,1
314,20세기 소녀,좋은 영화  만들어 주심에 감사드립니다 ,10
315,리멤버,개봉날 봤어요이성민 배우님 연기잘하시는거 알앗지만 대박이네요..초반은 약간 중간 지루하긴햇는데 중반부터 너무어무 슬퍼요ㅠㅠ꼭 보세요..재미를 떠나서 감동도 있고 느끼는게 진짜 많은 영화입니다 ,10
316,혈의 누,지금봐도 재밌는 영화. 요즘 한국영화는 이 감성이 없어서 아쉽,10
317,늑대사냥,"근래 본 영화 중 가장 잔인하다.그런데 그 만큼 몰입감 역시 압도적이다.사람마다 취향이 다르겠지만, 공포물이나 하드코어 종류 그닥 좋아하지 않는데도이 영화는 정말 몰입해서 봤다.시즌2가 나올 듯 한데 기대된다.",9
318,말리와 나,"밑에 김도훈 기자평에 공감한다. 눈물콧물 쏟는 개신파의 절정. 베일리어게인을 극장에서 먼저보고 이 영화는 나중에 OBS에서 방영해줘서 보게 됐는데, 말리는 단생이라서 더 눈물이 터졌다. 완전 최루탄영화. 개를 돌보고 아끼는 입장에서 수의사선생님은 보람있고 좋은직업이라고 선망했었는데, 고통을 줄여주기 위해서라지만 결국은 안락사 약물을 주입하는 역할 또한 수의사의 할일이니 어찌보면 집행관보다 마음이 안좋겠다는 생각이 든다.",10
319,베이비 드라이버,음악때문에 넘 재밌게 봤네요,10
320,공조2: 인터내셔날,공조3기대해봅니다!,10
321,늑대사냥,진짜 마지막엔 결말과 이유 나오겠지 하면서 눈 부릅뜨고 2시간 버텨냈는데 컴백홈 영화 이후로 ㅈ같은 영화 1순위 ㅋㅋ,1
322,그렇게 아버지가 된다,마지막에 사진볼때부터 계속 울었네,10
323,인생은 아름다워,제목보고 지루할 줄 알고 안보려고했는데 와 보길 너무 잘했어요 진짜 관객들 다 울었어요ㅠㅠ 너무 재밌고 감동적인 스토리에 감탄했어요,10
324,마녀(魔女) Part2. The Other One,"재미있게 봤어요, , , ",10
325,블랙 아담,나 마블팬인데 액션은 완전 내취향 타격감 좋아서 이번 액션은 마블을 뛰어넘은듯,8
326,늑대사냥,잔인함 덕분에 와이프 없이 본 개꿀잼영화 ,10
327,20세기 소녀,예뻤던 그때가 다시 생각났어요  보는내내 행복했던 영화 ,10
328,리멤버,원작이 있는 줄 몰랐는데 한국이니깐 가능했던 리메이크작.. 스토리도 좋았고 약간의 반전이라면 반전도 있었던 영화.. 치매 환자가 친일파들에게 복수를 한다는 독특한 소재를 한국의 설정에 맞게 각색해서 잘 어우러졌다고 생각한다. 이성민의 연기와 노인 분장이 독보적이었고 거기에 남주혁과의 케미와 조연들의 연기도 한몫 거들었다. 보면서 뭔가 영화 콜래트럴도 생각이 났던 영화.. 마지막에 사람들 앞에서 친일 행적을 밝히는 장면은 사이다였고 마지막 처단자가 방관자인 주인공이라는 이유가 나왔을 때는 가슴이 먹먹했다. 어린 필주가 얼마나 힘들었을까도 생각이 들었고 살아서 속죄를하고 법의 심판을 받는 게 맞았을까 싶기도 하고 결말만 빼면 괜찮았던 영화였다. 역사를 잊은 민족에겐 미래가 없다는 말이 있듯이 독립운동을 했고 강제징용을 당했던 분들을 잊지 말고 기억 했으면 한다.,8
