num,movie,sentence,score
329,늑대사냥,이야..진짜 최근에 본 똥 영화 중 최고!!! 이딴 것도 작품이라고 대단합니다.... 배가 전복 되고 범죄자들 총 들고 있는데도 총은 안 쓰고 접근 해서 총버려하다 망치에 처맞는 모습에 이야아아! 감탄이 감탄이!!,1
330,베일리 어게인,경찰견 에피소드는 정말이지 걷잡을수 없이 눈물이 주루룩줄줄 ㅠ.ㅠ 내리흐른다,10
331,늑대사냥,이거찍으라 피많이 봣것다 ,2
332,늑대사냥,장르가 산으로가면 어쩌누ㅋㅋㅋ최귀회가 제일 멋짐. 누군지 상상도 못했네ㅎㅎ,6
333,20세기 소녀,결말은 슬프지만 감동적임,10
334,리멤버,2022 .10.26 개봉,7
335,신 에반게리온 극장판,에반게리온을 본적이 없어서 무슨 내용인지 하나도 몰라서 아쉽네요 다른분들이 에반게리온 모르면 안보는게 낫다고 하더라고요,4
336,리멤버,재밌었어요 추천합니다,10
337,게이트,나는 검사가  뭔가  할줄 알았다 이게 무슨 내용도 없고 재미도 없고  감동도 없고  저 유명인 배우들을 데려다가 뭐한거냐?  ,4
338,도그,"장르가 코미디로 되어있는데, 웃기기보단 잔잔하게 진행되는 드라마. 말리와나/베일리어게인같은 보호자와 반려견의 훈훈함은 말미에나 볼수있고, 전반부는 개에 무관심한 사람이 임시보호자로 떠맡겨되면서 그려지는 스토리라 걸핏하면 차에 가둬두고 지볼일 보기에 다른 반려견소재 영화와는 다른 분위기다. 여기에 번역도 문제인데, 트라우마 군인과 PTSD 군견이 동행하면서 정들기 전에는 애정있게 &amp;#34;룰루&amp;#34;라고 개이름을 부르기보다 무미건조하게&amp;#34;도그&amp;#34;라고 부르는데, 자막은 &amp;#34;강아지야&amp;#34;라고 의역되었다. 퍼피도 아니고 도그라고만 부르는 이유가 있는데, 주인공이 처음부터 무슨 애정이라도 있는냥 강아지라고 번역하는건 잘못이다. 처음 임보를 맡게될때 루루가 더이상 군견으로써 역할을 못해서 안락사로 용도폐기처분 당할 예정이라고 해도 주인공이 별로 동정도 하지 않았고 가면서&amp;#34;도그&amp;#34;라고 부른건 감정없이 그냥 &amp;#34;개&amp;#34;라고 부른거다(짜증날땐 Bitch라고도 부름). 그밖에 초반부에 가족끼리 보기엔 살짝 민망한 군인들 대화나 여자한테 작업거는 장면도 있다. 그래도 개가 나오는 영화는 항상 찡~하게 만드는 감동이 있어서 별점을 후하게 주게된다. 나도 개한테 편지써서 파일에 철綴해봐야겠다",9
339,20세기 소녀,메말라있던 감정이 오랜 시간만에 이영화를 보고 터져버렸네요 배우들 간의 교류에서 하나하나 감명 깊었고 매력적이였습니다 김유정 배우의 연기에 새로이 놀랐고 빠지게 되었습니다 ,10
340,은하철도 999 - 극장판,어린시절 추억을 느낄 수 있었어요,8
341,에브리씽 에브리웨어 올 앳 원스,호불호와 취향은 좋아한다 좋아하지 않는다의 의미입니다.낮은평점은 이해력의 문제이지 호불호의 문제가 아닌걸 인지 하셔야  합니다.,10
342,자백,"아니,,,김윤진배우님 연기 잘하시는건 원래 알고 있었지만 진짜 전혀 예상 못했어요 스포는 할 수 없으니 이야기는 못하지만 ㅠㅠ 와 정말 숨막혔어요 그리고 카리스마 장난아님 최고에요 한국에서 연기 많이 해주세요!!",10
343,블랙 아담,내용이 재미없어요... 시각적인 만족도 떨어짐,5
344,에브리씽 에브리웨어 올 앳 원스,영화가 아주 재밌다거나 세계관이 흥미롭지는 않았는데 그래도 중후반부 내용에 눈물날것같았어요,7
345,블랙 아담,"으음.. 액션이야 화려해야 할 것 같은데,그냥 잘 만든 끝이 뻔한 게임을 하는 듯한 느낌.차라리 치트키 쳐서 빨리 엔딩을 보고 싶은 느낌이 들었다. 너무 예상 가능하고, 너무 쉽고 뻔한 전개에 작위적이고 너무 갑툭튀에 납득도 안되는 스토리라인, 평론가 평은 액션이 서사를 뚜드려 팼다는데, 그냥 영화 시나리오 자체가 어디서 두드려 맞은듯, 투자사 피눈물 흘릴 듯.쿠키영상 말고 볼 거 없음. 결말에는 주문 좀 빨리 외치지 xx꺼 하는 생각이 들었음..,돈과 시간을 버리는 지름길 이었음.",4
346,원더풀 고스트,많은 생각을 하게합니다,10
347,20세기 소녀,"운호랑 보라랑 가슴 아픈 사랑, 그리고 운호의 죽음과 남겨진 영상...엄청나게 감동적인 스토리였다.. ㅜㅜ인상 깊은 내용도 많고, 반전과 심장 쫄깃한 영화였다!이 영화를 보고 엄청나게 울고 감동받았다♡평생 잊지 못할 것 같은 영화이다♡♡배우들의 연기에도 박수와 감탄이.. !!!아무튼 정말 감동적이었다☆",10
348,적벽대전 2부 - 최후의 결전,책이랑 완전 다름.심함,2
349,첫 키스만 50번째,ㅠㅠㅠㅠ 진정한 사랑을 보여주는 영화네요남주의 한결같은 마음이 정말 감동적이에요 ㅜㅜㅜ보고 많이 웃고 울었습니다 ㅜㅜ,10
350,인비저블 게스트,진실과 조작 사이를 둔 팽팽한 두뇌 싸움.,9
351,낮과 달,결말이 과연 가능한 일인지 의문이지만 두 사람의 감정을 배우들의 연기로 커버하다. ,6
352,20세기 소녀,그래서 운호씨 갑자기 왜 어떻게 죽었냐고요,4
353,너를 죽이고,3류영화!이 감독이 대체 뭘 할려는지 중간까지 보다가 빨리감기로 밨음. 영화 만들지마라!그리고 출연배우들도 왜 무명인지 알겠다.시간 졸 아깝다.,2
354,늑대사냥,분명 예고편에선 범죄자 영화인줄 알았는데 보다보니 초능력자 영화였다.,10
355,리멤버,"한필주 일생에 공감+몰입돼서 시간 순삭 진짜 기대 이상였어요.브로맨스 케미도 좋았고,특히 노인 역할 완벽소화 하신 믿보배 이성민 배우님 연기는 최고!눈물 주르륵입니다ㅠ",10
356,자백,원작을 봐서 그런가 원작에 비해 영 아님 일부러 그래서 한두번 더 꼬았으나 깔끔하고 충격적인 마지막 한방을 쏜 원작에 비해 오히려 구구절절했고 늘어졌고 한국식 신파도 별로였다 안좋은 리메이크작,5
357,헌트,자막없이 볼땐 졸았고 자막켜고보니 재밌었다,8
358,컴백홈,굉장히 공들인 영화인게 느껴진다. 킬링타임용 영화론 손색이 없다.,10
359,늑대사냥,잔인한데 재미있긴함. ㅠㅠ,10
360,20세기 소녀,90년대 학창시절두 생각나며너무 재밌게 봤어요김유정 연기 너무잘하고 귀엽네요,8
361,서부 전선 이상 없다,"원작과 유사하게, 이 영화에서도 파울 보이머의 죽음은 다음과 같이 기록될 것이다. &amp;#39;휴전협정 발효로 인한 교전 종료. 서부 전선 이상 없음. 보고할 사항 없음.&amp;#39; ",10
362,20세기 소녀,"스토리와 영상미는 좋은데, 남자배우 연기가 아쉽구요.. 결말은 정말 예상치 못하게 너무 최악으로 .. 한효주 나오면서 부터 막장으로감",8
363,리멤버,이루지 못한것에대한 소망,8
364,서울대작전,어휴 영화 반의반도 안봤는데 홍어찌린내 ㅡㅡ 감독 뭐하는새낀가 봤더니 화려한휴가 각본 쓴 놈이네ㅋ적당히해라 응? 니들이 그렇게 거품물고 발악하는 고인모독 아니야 이거? 김대중 부관참시 대작전 영화 만들어버릴까 보다 ㅡㅡ,1
365,인터스텔라,영상미 말곤 볼게 없는 영화 영화관에서나 중간중간 지루한 거 참고 볼만한 영상미와 사운드가 있었지 ott로 다시 보니 스토리 전개도 몰입 안되고 개연성도 부족하고 그저 흥미로운 물리학 이론만 나열한 느낌…영화적 스토리 구성이나 연출이 완전 별로.놀란은 그냥 천체물리학 다큐멘터리 감독이 낫지 않을까.. 시종일관 심각하고 쳐지는 연출에음악도 거슬리고 동료가 다 죽어 나가는데 하나의 위기를 극복하면 호탕하게 웃어대고 기계랑 농담따먹기를 하는등 감정선에 몰입하기 쉽지 않고 …그리고 너무 길다 너무 ,2
366,블랙 아담,Dc가 이렇게만 해주면 마블 넘는것도 무리는 아니다.,10
367,스물,액션이 유치하다 메세지가 없다 여자는 번갈아 만나라는것이냐 등등이지만..본인들은 20살 때 얼마나 성숙하고 깊이있고 신중한 결정들만 하셨나요? 가볍지만은 않습니다.재미와 오바가 있지만 웃는다고만 할 수 없습니다.청.춘.설레이는 단어입니다,10
368,연애 빠진 로맨스,40대가 보기엔 너무 귀여운 커플이네요^^,8
369,인생은 아름다워,뮤지컬이라길래 띠용했는데 엄청 재밌게 봤습니다,10
370,무단 침입,레이 리오타 광적 잡착연기를 보려고 했는데 메들린 스토우의 아름다움은 생얼에서 더 돋보였다,8
371,"나는 내일, 어제의 너와 만난다",이것은 수학영화인가. 영화보는 내내 계산만하다가 몰입도를 잃었습니다.,2
372,늑대사냥,피터지는거  실컷봄. 감독이 무슨 이런 개막장 영화를 만든건지 정신 감정이 필요함. 잔인하고 스토리가 실종,2
373,늑대사냥,그냥 돈만 퍼부어 캐스팅/셋트 등등 돈만 뿌렸지 완전 잼 없음,4
374,카사블랑카,a kiss is just kiss,3
375,시,우리사회가  회복해야 할  잃어버린 것에 대하여  깊은  생각을  하게  해준 영화. ,10
376,헌트,출연진은 대박.정우성은 시작부터 끝까지 기냥 화난사람 ㅎ일뿐 아쉬운연기뭔가 어설픈  허구같은 시나리오..이정재는 역시 연기광여러모로 기대보단 별로였던..왜 굳이 그시대 배경을 시나리오로선택했는지..아쉬움..기냥 생각없이 볼만함,6
377,리멤버,시간가는줄 모르고 봤어요. 부모님과 함께 봤는데 두 분 다 재밌게 보셨어요. 이성민 배우야 말할 것도 없고 남주혁 배우가 생각보다 연기를 잘해서 놀랬어요. 둘 캐미가 좋았고 재밌는 대사들이 있어서 지루한 순간이 별로 없었어요.,10
378,20세기 소녀,그럭저럭 잘보다가 한효주 나오고부턴 설거지하면서 봤음 결말 뭐냐 진짜 개짜증,1
379,20세기 소녀,설레네요ㅠㅠㅠ 저는 이런 로코 너무 좋아요,10
380,바톤 핑크,소위 스스로를 예술가로 부르며 그 점에 취해 내뿜는 과도한 자기연민과 지나친 허위의식의 정신을 가진 바톤 핑크라는 인물에 의해 일부 예술가의 태도에 대한 생각이 잘 드러난 영화. 그리고 예술가도 같은 평범한 서민이다. ,10
381,아이언맨 3,재밌고 아이언맨 최고!,10
382,자백,"두 배우가 영화의 몰입력을 이끌어 가야하는 스토리인 만큼 대단한 연기력이 필요했는데, 그 부분에 있어선 한 70프로만 만족되는 느낌이들어 아쉽다. 김윤진배우의 해외활동때문인지 다소 어울리지않는 연기력이 몰입에 방해되어 아쉬웠다. 스토리나 연출에 있어서는 꽤 볼만했다.",8
383,더 배트맨,이게 왜 흥행이 안됐는지 모른다구? 배트맨 영화 시리즈 모두 본 내 입장에서는 배트맨의 다크한 분위기는 잘 표현된건 인정하지만 역대 배트맨 영화중 가장 지루하고 노잼이니까 흥행 안됐죠 알면서 그러시네요,4
384,20세기 소녀,"복고풍의 영상미가 매우 좋고 배우들의 감정선이 섬세하게 드러나 보는 내내 즐거웠다. 그러나 결말의 스토리가 약간 아쉽고, 초반이 엽기적인 그녀라면 후반은 노트북. 처음의 발랄한 느낌과 마지막의 감동적인 느낌 차이가 크다. 전반적으로 몰입하고 웃을 수 있는 요소가 많아 보는 시간이 아깝지 않았다. ",7
385,영웅본색,의리! (명작에 별점이 무신 소용이냐!),10
386,리멤버,보는 내내 긴장되는 재밌는 영화입니다 내용이 참 많은 생각이 들게하네요 ,10
387,리멤버,재미있었습니다! 스토리에 놀랐는데 알고보니 리메이크 였군요!,10
388,자백,나나 보았다는 걸로 만족합니다..,10
389,살인자의 기억법,설경구 연기에서 광기가 느껴진다. 진짜 연쇄 살인마와 아버지 연기를 이렇게 할 수 있는 배우가 또 있을까 싶다.,10
390,리멤버,연기도 좋고 스토리도 좋고 재밌어요,10
391,리멤버,"제목에 충실한 영화라는 것을 영화를 다 보고 난 후에 느꼈다. 일제강점기 시대에 일본의 만행, 친일파를 다루는 소재이지만 일본이 나쁘다 라는 초점보다는 정말 잊지말고 기억하자라는 메세지가 크게 다가왔다. 문뜩 잊고 살아왔던 과거를 리멤버라는 영화를 통해 다시금 생각하고 기억할수 있게 해주어서 너무 좋았다. 영화 속 주인공처럼 복수를 할 순없지만 잊지는 말아야겠다.주인공 역을 맡은 이성민 배우의 연기는 정말 깊은 내공이 느껴졌고, 내적갈등을 하는 표정연기는 정말 배우가 아닌 극중 인물 그 자체라고 느껴질정도로 소름돋았다.",10
392,좋은 사람,오랫만에 집중하며 봤습니다.,10
393,20세기 소녀,처음에는 그저 그런 청춘 로맨스 영화겠구나..했는데 내용도 너무 좋고 배우분들 연기 하나하나가 레전드였고 거의 마지막에 오열함.. 인생 영화 등극함,10
394,블랙 아담,개노잼이었을 영화를 드웨인 존슨이 멱살잡고 끌어올린다,6
395,자백,"무슨내용인지도 모르고 언니랑 갔는데시간가는줄모르고봤네요,,,역시 명배우들 연기정말 최고였습니다! 오랜만에 심장쫄깃했네요ㅋㅋㅋㅋ강추!!!!",10
396,자백,원작 예전에 봤었는데 이번 작품 훨씬 더 몰입감 좋았습니다. 웰메이드예요.,10
397,낙원의 밤,엄태구 전여빈 두분다 매력적이네요 모텔씬 잼있게 봤어요 나도 취향이란게 있거든 ㅎㅎ 시간 가는 줄 모르고 봤어요,10
398,"그 남자, 좋은 간호사",용두사미  별것 아닌 일로 이렇게 기깔나게 만드는 것도 기술,6
399,20세기 소녀,"조금 뻔하다고 생각할 수 있지만 배우들의 연기와 캐릭터들의 감정선 덕에 끝까지 즐길 수 있었다. 여기에 더해서 예쁜 영상미도 한 몫 한 것 같고 나왔던 옛날 노래도 찾아보는 재미도 있다. 20세기 소녀는 재미와 감동, 설레임을 모두 담은 영화이다. 오랜만에 정말 재밌는 영화를 봐서 행복하다.",10
400,리멤버,숭고한 영혼들에게 보내는 헌사,8
401,캐릭터,정말 최곱니다,10
402,늑대사냥,"헐리우드 sf대작을 중국에서 무단으로 리메이크 한 것 마냥 마녀1을 조잡하게 리메이크 한 영화 같다;;;서인국이 뭐 보여주나? 싶었는데 영화 자체가 긴장감 1도 없어서 몰입도 안되고,형사들은 뭐 그리 다 모지리냐...마지막으로 여자 형사는 연기 오래한 걸로 아는데 왜 아이돌들이 연기하는 수준이냐..",1
403,조커,내 인생 최악의 영화끝에 뭐 있나 보다 후회만 가득 ㅠ,2
404,늑대사냥,ㅋㅋㅋㅋ 뭐지? 뭐지? 뭐지?  뭐지? 하다 끝남,10
405,늑대사냥,진짜 영화 더럽게 만들엇네,1
406,자백,재미있는 스토리라인에 흥미진진 즐거웠습니다^^ 원작보다 훌륭했어요~,10
407,리멤버,무거운 주제지만 유쾌하고 흥미로운 스토리 라인이 좋았다. 주연배우 둘의 캐미도 관전 포인트!!친일숙청을 클리어하지 못한 대한민국의 한이 서려있는 영화..,10
408,20세기 소녀,굿 너무재밌다 이런영화 많이나왔음좋겠다,10
409,"그 남자, 좋은 간호사","배우들의 연기하는 훌륭하지만, 남에게 절대로 추천하지 않을 영화. 스릴러라 하기엔 재미가 단 하나도 없으며, 각색이 있어서 다큐라고 주장할 수도 없다. 1시간짜리 각본을 두시간짜리로 늘려놓느라 미치도록 지루하다. 영화의 전부인 마지막 &amp;#39;일침&amp;#39;을 위해 실제 사건을 왜곡하고, 쾌락살인마를 미화하는 꼴은 고발영화로써도 최악.",2
410,늑대사냥,나름 볼만했다고 본다. 전혀 관계없는 스토리로 가는게 웃기긴하지만 잔인해서 못보겠다고 하는 벌레들이 더 역겨운듯.,10
411,그렇게 아버지가 된다,2번째보니 눈물이 쏟아지네요끝까지 이 가족들 어째야하나 이러지도 저러지도,10
412,20세기 소녀,"어설퍼서 거슬리는 사투리 ,  뭔가 맞지 않아 이질감드는99년도 배경,,,익숙한결말",1
413,20세기 소녀,그냥 미친 영화… 너무 재밌음,10
414,인생은 아름다워,두 번 봤는데 이제 무슨 장면인지 대사인지 알면서도 눈물 났어요 감동적이고 즐거웠던 영화!!,10
415,늑대사냥,5점 만점연기력 5연출 2스토리  0.0001드라마면 차라리 재미 있었을듯.고어 물로 가자면 제대로 고어로 갔어야 하는데 그건 어중간하고.중반부터 갑자기 투입되는 판타지적 요소로 재미 반감 주연 이라 쓰여 있지만 주연은 1 도 없고 클리셰를 파괴하고자 하는 목적을 가졌던거 같은데 개연성 1도 없어 납득하기 힘듬.,1
416,리멤버,중간중간 이해가 안되는 연출장면도 있었지만 워낙 좋은 스토리와 연기를 보여줘서 만족하면서 봤음,9
417,블랙 아담,기대 안하구 봐서 그런지 닥터스트렌지보다 낫더라ㅎㅎ이제 마블음 식상하구 디씨쪽이 끌리네,8
418,로그 원: 스타워즈 스토리,스토리를 전부 보면 감동이 올지 모르겠으나. 그냥 그랬다.,6
419,헌트,시대를 배경삼아 암울했던 80년대 다른 목표를 가진 두인물의 이어지는 반전 연기에 마지막 장면까지 몰입할수 있는 영화,10
420,늑대사냥,별하나도 아까운데..  c급 비디오영화만도 못함. 그냥 본 내눈을 탓하는중,1
421,20세기 소녀,개인차이는 있겠지만 아쉽게도 별 하나입니다.,2
422,에브리씽 에브리웨어 올 앳 원스,평범한 관람객입니다.제 기준으로 &amp;#39;사이보그지만 괜찮아&amp;#39; 이후 최악의 영화로 선정되었습니다.다신 보고싶지않고 추천하지 않아요.,1
423,늑대사냥,별점 한개도 아깝다 -5.0  기냥 최악이다 ,1
424,인생은 아름다워,최고! 올해 본 영화중에 최고... 이런 영화를 볼 수 있어서 정말 행복합니다 엄마아빠 같이 보러다녀오시라고 할 겁니다,10
425,"그 남자, 좋은 간호사",와 연기가....조사받을때...눈빛이.... ,10
426,20세기 소녀,오랜만에 마음 따뜻한 영화 잘봤습니다. 어린시절 추억을 떠올리게 하네요. 뭉클하고 여운이 남습니다.,10
427,이유없는 반항,고전 명작! 지금 봐도 전혀 촌스럽지 않고 재밌음:),10
428,범죄도시2,아무 생각없이 보고나니 스트레스 확 풀림,10
429,리멤버,역사교육으로 보게해도 좋을거같았어요이성민씨  정말 연기 잘하시네요몰입됐어요,9
430,여름 이야기,얘도 좋고 쟤도 좋고 걔도 좋고,10
431,20세기 소녀,귀여운 청순물을 보고 싶었는데 막판에 갑자기 예상치 못한 신파로 흘러감. 울어라 울어라 억지로 눈물 짜는데 눈물이 안남….. 아 갑자기 꼭 그래야 했어요? ,1
432,파이트 클럽,그냥 싸우는 영환줄 알았는데 전혀 아니였음.. 저처럼 볼까 말까 하시지 마시고 그냥 꼭 보세요 제발..! 뭐 이런 미친영화가 다있지…??마지막 엔딩 장면도 너무 소름돋고 벅차오름,10
433,자백,스페인원작의 팽팽한 긴장감이 사라졌다,7
434,황야의 무법자,존웨인 나오는 모든 구성에서 지루하고 재미 1도 없는 미국서부극 따위완 달리 이 이탤리언웨스턴 영화는 ( 나도사실은 어렸을땐 이게 미국영화인줄 알았지만 ) 조주연 배우들 다들 별로 말이 없고 그래서 더 멋있고 음악도 환상적이고,10
435,더 시크릿 하우스,역시 스페인 스릴러  무조건10점만점,10
436,늑대사냥,생각보다 재밌어서 끝까지 보게된다.,8
437,디셉션,나사 몇개 빠진 대화들이 폭포수 처럼 쏟아진다. 뒤틀린 관계들을 예술로 승화시키려는 행위가 별루였다.,4
438,헌트,첫 감독이라 감안했음. 담번엔 더 좋은 영화 찍어보시길,6
439,리멤버,재미도 있고 울림도 있었다. 이성민의 연기가 주는 힘이 대단했다.,8
440,자백,그냥 원작내용 그대로 갔어야됐다..  원작과 다른 감독의 각색이 들어가는순간부터 이영화가 졸작으로 변했다..,4
441,리멤버,한국형 리암니슨 이성민의 시원한 복수극,8
442,자백,소지섭 연기가 매섭다. 나나 미모 대단했다.,7
443,콜리니 케이스,계속 울컥하는거 참다가 마지막에 축구공에서 울었네요 ㅠㅠ  열받아서 아재개그라도 남깁니다. (드러운 사람 Dr.Dreher)이 만든 드러법 Dreher-Gesetz,10
444,비상선언,초 호화 출연진으로 B급 영화 완성.기자회견에서 기자들 날카로움도 없고중간에 회항 시키지도 않고 호놀룰루까지 보내는데 미국과 사전 조율도 안해놨다는 것도 놀랍고이정도로 허접한 시나리오는 중딩도 쓰겠다 ㅎ 와.. 국토부장관이 보건복지부 장관 역할까지 하고... 난리다 난리. 총체적 난리 ㅎ 그리고 비행기가 언제까지 하늘에 떠 있는데?연료 떨어지면 민가로 고꾸라지려고?진정 테러네 테러 ㅋ ,1
445,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,낙서왕국보다는 재밌었네요! 웃음과 감동을 둘 다ㅠㅠ,8
446,겜블,실제 사건을 이용해 선물/옵션 트레이딩의 허점을 최대한 쉽게 풀어보려한 작품. 젊은 이완 맥그리거의 혈기 왕성함을 잘 이용했다.,6
447,리멤버,"원작을 토대로 우리나라 실정에 잘 맞게 각색되어 몰입이 되었고, 나도 방관자로 살아가고 있지 않나 하는 나의 삶을 돌아보는 시간이 되었습니다.",10
448,블랙,정말감동적임 이런영화 찐짜처음임 또보고싶음,10
449,20세기 소녀,여자랑 남자 평점차이 실화냐 ㅋㅋㅋ,6
450,빽 투 더 퓨쳐,아무리 대작이라도 한번 보면 그만인 영화들 많지만 (특히 요즘 영화들이 그렇고 특히나 그 특유의 너무나 과한 cg엔 진짜 질리는 ) 이건 수십번 보아도 재미있는,10
451,넘버 3,92년생 17년도에 첨봤음명작,10
452,리멤버,소재가 참 신선했음...긴장하면서 봤네요 극장에서 봐서 더재밌네요,10
453,성적표의 김민영,"나도 오랜 친구에게 연락해볼까, 혹시 연락이 닿으면 옛날처럼 웃으면서 만날 수 있을까?",10
454,애드 아스트라,"느리다 못해 질질 끄는 듯한 화면 전환, 불분명한 메시지. 악으로 깡으로 봤다. ",4
455,20세기 소녀,딱 그시절 청주사람 ㅠㅠ 혼자 미친듯이 웃다가 울다가 ㅠㅠ 오랜만에 넘 재밌는 영화 봤어요. “그래두 되는겨?”,10
456,"그 남자, 좋은 간호사",다른건 모르겠고 연기는 둘다 인정,10
457,리멤버,두 배우의 연기가 좋았고 스토리 구성도 좋았습니다~ ,10
458,리멤버,이성민 레전드네요 연기갑,10
459,바람과 함께 사라지다,가족 모두 엄청 웃으며 재밌게 봄. ,10
460,"그 남자, 좋은 간호사",에디 레드메인과 제시카 차스테인의 조합..무조건 좋다 평이한 전개라 할 수 있는데 흡입력이 장난이 아닌건 오로지 연기의 힘!,10
461,블랙 아담,액션씬이 많아서 지루할틈 없었는데 뭔가 이해하기도 전에 휙휙넘어가서 좀 아쉬움이남는듯.닥터페이트 너무 머싯음 ㅠㅠ...,10
462,리멤버,진짜 개 존잼. 존잼 존잼존대매맴,10
463,007 노 타임 투 다이,색다른 007 본드의 인간적인 모습과 결말까지.. 허나 등장인물들부터 어울리지 않았고 스토리 또한 중구난방..,3
464,20세기 소녀,그냥 재미 없다. 세기를 뛰어넘는 개연성 없는 신파는 눈물 대신 황당함의 실소를 불러온다.,1
465,오펀: 천사의 탄생,"적당한 공포, 긴장감이라 볼만했어요",9
466,위대한 쇼맨,완벽한 뮤지컬 영화,10
467,인디아나 존스,이영화에 평가가 무슨 의미가 있겠는가 그저 따봉!!!!,10
468,리멤버,너무 스토리 엉성하고스토리 연결 안됨. 갑자기? 생뚱맞은 대사나 분위기... 전혀 공감되지 않는 시놉시스... 정말 돈아깝다..,2
469,반도,부산행을 기대하고 봤는데 너무 크게 실망함. 특히 대사가 너무 오글거렸고 마지막으로 갈수록 스토리도 별로였음.,2
470,늑대사냥,쟤는 살겠지 쟤는 도망가겠지 싶었다..영화 반이나 더 남았는데 애들 다 죽여버려서아주 당황함.살다살다 이런 영화 처음봤다.그래서 살면서 처음으로 감상평 남김....충격받음,1
471,리멤버,잼있어요....3456789,10
472,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,기대안하고 그냥 보러갔는데 기대보다 좋았네요.청춘이라는 큰 타이틀에서 여러가지를 생각하게되는 그런내용이었던거 같아요.중간중간 울컥하기도 했었구 .. 꿈이나 미래에대해 고민하는사람이면 보고 힐링될거같아요.짱구가 위로해주니까 너무 좋았어요ㅠ ,10
473,20세기 소녀,그 시절에 첫사랑을 해본 사람으로써 설레이기도하고 가슴아프기도하며 아득한 첫사랑의 기억이 떠올랐다...안녕 이루지못한 나의 첫사랑아..,10
474,자백,반전의 반전의 반전보는 내내 어 뭐지..? 뭐지..?하면서 봤어요재밌게 잘 봤습니다,10
475,미혹,미혹 당하지 말아라,2
476,컨저링 3: 악마가 시켰다,후반부로 갈수록 너무 아쉬웠고 별로 안 무서운 편임,4
477,에브리씽 에브리웨어 올 앳 원스,"성냥팔이소녀의 재림, 다세포 소녀는 명작이었다.하...내 시간... 10점 준 사람들은 자기만 이런 영화 본거 억울해서 10점으로 낚시 한거임? 아님 중국인들이 죄다 10점 준건가 중뽕 너무 심한 영화 진짜 다들 도망쳐요 10점에 절대 낚이지 말고 진짜 도망쳐 ",1
